name,address,governorate,city,district
صيدلية نشوى النحاس,شارع الجمهورية، مبنى 70، عند النفق، حي المحلة الكبرى، قطور، الغربية,الغربية,قطور,حي المحلة الكبرى
صيدلية أنور ضياء,شارع الجمهورية، مبنى 115، أمام المستشفى، حي زفتى، السنطة، الغربية,الغربية,السنطة,حي زفتى
صيدلية أشرف نصار,شارع الجمهورية، مبنى 86، بجوار البريد، حي المحلة الكبرى، السنطة، الغربية,الغربية,السنطة,حي المحلة الكبرى
صيدلية د. شريف فathy,شارع النصر، مبنى 258، أمام المستشفى، حي المحلة الكبرى، بسيون، الغربية,الغربية,بسيون,حي المحلة الكبرى
صيدلية وليد حسن,شارع النصر، مبنى 78، بجانب السوق، حي طنطا، كفر الزيات، الغربية,الغربية,كفر الزيات,حي طنطا
صيدلية د. غادة حمدي,شارع الجمهورية، مبنى 37، أمام المستشفى، حي زفتى، المحلة الكبرى، الغربية,الغربية,المحلة الكبرى,حي زفتى
صيدليات سيد,شارع الجمهورية، مبنى 125، حي السنطة، زفتى، الغربية,الغربية,زفتى,حي السنطة
صيدلية د. مدحت عمر,شارع الجمهورية، مبنى 286، عند النفق، حي قطور، كفر الزيات، الغربية,الغربية,كفر الزيات,حي قطور
صيدلية إيمان عطية,شارع النصر، مبنى 176، أمام البنك، حي زفتى، قطور، الغربية,الغربية,قطور,حي زفتى
صيدلية رقية الشافعي,شارع النصر، مبنى 196، بجانب السوق، حي زفتى، سمنود، الغربية,الغربية,سمنود,حي زفتى
صيدلية وفاء سيد,شارع النصر، مبنى 257، بعد محطة المترو، حي السنطة، بسيون، الغربية,الغربية,بسيون,حي السنطة
صيدلية سعيد الصعيدي,شارع الجمهورية، مبنى 295، بجانب المدرسة، حي كفر الزيات، زفتى، الغربية,الغربية,زفتى,حي كفر الزيات
صيدلية وليد عمرو,شارع النصر، مبنى 221، أمام المستشفى، حي كفر الزيات، سمنود، الغربية,الغربية,سمنود,حي كفر الزيات
صيدلية أحلام عبدالجواد,شارع النصر، مبنى 149، بعد محطة المترو، حي كفر الزيات، طنطا، الغربية,الغربية,طنطا,حي كفر الزيات
صيدليات أماني صقر,شارع النصر، مبنى 72، أمام المستشفى، حي قطور، طنطا، الغربية,الغربية,طنطا,حي قطور
صيدلية حلمي هاني,شارع الجمهورية، مبنى 275، حي المحلة الكبرى، طنطا، الغربية,الغربية,طنطا,حي المحلة الكبرى
صيدلية يوسف هشام,شارع النصر، مبنى 102، أمام البنك، حي زفتى، سمنود، الغربية,الغربية,سمنود,حي زفتى
صيدلية عزت عبدالرحمن,شارع النصر، مبنى 21، بجوار المسجد، حي السنطة، بسيون، الغربية,الغربية,بسيون,حي السنطة
صيدليات هايدي خالد,شارع النصر، مبنى 60، أمام البنك، حي كفر الزيات، سمنود، الغربية,الغربية,سمنود,حي كفر الزيات
صيدلية حورية عبدالجواد,شارع الجمهورية، مبنى 238، بجانب السوق، حي السنطة، زفتى، الغربية,الغربية,زفتى,حي السنطة
صيدلية فتحية وحيد,شارع الجمهورية، مبنى 292، أمام البنك، حي كفر الزيات، طنطا، الغربية,الغربية,طنطا,حي كفر الزيات
صيدلية وليد عبدالعزيز,شارع النصر، مبنى 300، أمام البنك، حي زفتى، سمنود، الغربية,الغربية,سمنود,حي زفتى
صيدلية يونس نبيل,شارع النصر، مبنى 147، بجوار المسجد، حي زفتى، طنطا، الغربية,الغربية,طنطا,حي زفتى
صيدلية محمد حسين,شارع النصر، مبنى 61، أمام البنك، حي طنطا، المحلة الكبرى، الغربية,الغربية,المحلة الكبرى,حي طنطا
صيدلية مفيدة الخياط,شارع الجمهورية، مبنى 270، بجوار المسجد، حي المحلة الكبرى، زفتى، الغربية,الغربية,زفتى,حي المحلة الكبرى
صيدلية زينب عزب,شارع النصر، مبنى 147، عند الدوار، حي قطور، بسيون، الغربية,الغربية,بسيون,حي قطور
صيدلية إيهاب عمر,شارع الجمهورية، مبنى 279، أمام المستشفى، حي طنطا، السنطة، الغربية,الغربية,السنطة,حي طنطا
صيدلية د. رقية مدحت,شارع النصر، مبنى 248، عند الدوار، حي طنطا، السنطة، الغربية,الغربية,السنطة,حي طنطا
صيدلية إيناس النحاس,شارع النصر، مبنى 185، أمام المستشفى، حي زفتى، قطور، الغربية,الغربية,قطور,حي زفتى
صيدلية د. حسين محمد,شارع النصر، مبنى 114، بعد محطة المترو، حي قطور، سمنود، الغربية,الغربية,سمنود,حي قطور
صيدلية صبحي أحمد,شارع الجمهورية، مبنى 264، بجانب المدرسة، حي زفتى، السنطة، الغربية,الغربية,السنطة,حي زفتى
صيدلية حسين إسماعيل,شارع الجمهورية، مبنى 148، بجوار المسجد، حي السنطة، سمنود، الغربية,الغربية,سمنود,حي السنطة
صيدلية عبدالشافي سمير,شارع النصر، مبنى 60، بجانب السوق، حي زفتى، طنطا، الغربية,الغربية,طنطا,حي زفتى
صيدلية محمد حجازي,شارع الجمهورية، مبنى 136، بجانب المدرسة، حي المحلة الكبرى، زفتى، الغربية,الغربية,زفتى,حي المحلة الكبرى
صيدلية حسن القرش,شارع الجمهورية، مبنى 23، بجوار المسجد، حي المحلة الكبرى، بسيون، الغربية,الغربية,بسيون,حي المحلة الكبرى
صيدلية أشرف القرش,شارع النصر، مبنى 34، أمام البنك، حي طنطا، كفر الزيات، الغربية,الغربية,كفر الزيات,حي طنطا
صيدليات داليا السباعي,شارع الجمهورية، مبنى 149، بعد محطة المترو، حي كفر الزيات، بسيون، الغربية,الغربية,بسيون,حي كفر الزيات
صيدليات حورية الحلواني,شارع الجمهورية، مبنى 181، أمام المستشفى، حي كفر الزيات، كفر الزيات، الغربية,الغربية,كفر الزيات,حي كفر الزيات
صيدلية نهلة الفقي,شارع الجمهورية، مبنى 189، بجوار المسجد، حي قطور، المحلة الكبرى، الغربية,الغربية,المحلة الكبرى,حي قطور
صيدلية هشام وحيد,شارع النصر، مبنى 266، عند الدوار، حي طنطا، المحلة الكبرى، الغربية,الغربية,المحلة الكبرى,حي طنطا
صيدلية عبدالستار عزب,شارع النصر، مبنى 124، بجانب المدرسة، حي المحلة الكبرى، قطور، الغربية,الغربية,قطور,حي المحلة الكبرى
صيدلية رأفت هاني,شارع الجمهورية، مبنى 15، بجانب السوق، حي قطور، السنطة، الغربية,الغربية,السنطة,حي قطور
