name,governorate,city,district,address,phone,location_url,district_id
صيدلية د. علي محمود,المنيا,المركز الرئيسي,الحي 8,شارع 20، خلف المدرسة، الحي 8,0158197537,"https://www.google.com/maps?q=29.014866449788578,30.43526503057541",DIST-16-914
صيدلية د. إبراهيم حسن,السويس,المركز الرئيسي,الحي 6,شارع 90، خلف البنك، الحي 6,0121212770,"https://www.google.com/maps?q=29.798371858504474,31.564237684031283",DIST-13-361
صيدلية مصر - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 2,شارع 57، خلف المسجد، الحي 2,0157277233,"https://www.google.com/maps?q=30.48127127758006,31.586004298375514",DIST-16-574
صيدلية د. محمود محمود,جنوب سيناء,المركز الرئيسي,الحي 8,شارع 30، خلف المسجد، الحي 8,0104282615,"https://www.google.com/maps?q=30.891499287520542,31.06268841471154",DIST-26-754
صيدلية سيف - السنبلاوين,الدقهلية,السنبلاوين,الحي 7,شارع 14، خلف المدرسة، الحي 7,0115515368,"https://www.google.com/maps?q=30.16597435039757,31.565410631379624",DIST-04-660
صيدلية صيدلية المدينة - المركز الرئيسي,قنا,المركز الرئيسي,الحي 4,شارع 11، خلف المسجد، الحي 4,0103226381,"https://www.google.com/maps?q=29.553137489035446,30.158744126693918",DIST-19-920
صيدلية مصر - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 3,شارع 12، خلف المسجد، الحي 3,0122033199,"https://www.google.com/maps?q=29.189566163879693,30.993007304416686",DIST-15-555
صيدلية مصر - الرحاب,القاهرة,الرحاب,الحي 1,شارع 9، خلف المدرسة، الحي 1,0118619896,"https://www.google.com/maps?q=29.183473315732126,31.74717284884857",DIST-00-398
صيدلية 19011 - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 7,شارع 99، خلف المدرسة، الحي 7,0102176240,"https://www.google.com/maps?q=30.625981264564466,30.673293932057454",DIST-07-698
صيدلية د. سيد أحمد,الدقهلية,السنبلاوين,الحي 7,شارع 18، خلف البنك، الحي 7,0155478036,"https://www.google.com/maps?q=29.33739307368507,31.7832077542722",DIST-04-146
صيدلية د. محمود إبراهيم,دمياط,المركز الرئيسي,الحي 1,شارع 30، خلف البنك، الحي 1,0111062853,"https://www.google.com/maps?q=29.34994937051641,30.57038061235246",DIST-10-505
صيدلية رشدي - مصر الجديدة,القاهرة,مصر الجديدة,الحي 3,شارع 15، خلف المدرسة، الحي 3,0151549510,"https://www.google.com/maps?q=30.4947559614198,31.28742538495154",DIST-00-444
صيدلية رشدي - المركز الرئيسي,أسوان,المركز الرئيسي,الحي 1,شارع 74، خلف المدرسة، الحي 1,0157726699,"https://www.google.com/maps?q=29.935808628376407,31.177559767949184",DIST-21-241
صيدلية د. محمود أحمد,القاهرة,المعادي,الحي 4,شارع 88، خلف المسجد، الحي 4,0127581204,"https://www.google.com/maps?q=30.362099443498753,30.961307452993488",DIST-00-614
صيدلية د. سيد محمود,الدقهلية,ميت غمر,الحي 9,شارع 4، خلف المسجد، الحي 9,0117590728,"https://www.google.com/maps?q=30.26830478266887,31.207924843275244",DIST-04-532
صيدلية د. أحمد سيد,مطروح,المركز الرئيسي,الحي 9,شارع 55، خلف المسجد، الحي 9,0118065034,"https://www.google.com/maps?q=29.461290868247637,31.20601273158584",DIST-24-226
صيدلية د. محمد حسين,شمال سيناء,المركز الرئيسي,الحي 6,شارع 88، خلف البنك، الحي 6,0116260488,"https://www.google.com/maps?q=29.40908596894035,30.77803291097735",DIST-25-969
صيدلية صيدلية المدينة - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 1,شارع 88، خلف المسجد، الحي 1,0116131424,"https://www.google.com/maps?q=29.091455607824695,30.88274948043546",DIST-16-550
صيدلية علي وعلي - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 4,شارع 3، خلف البنك، الحي 4,0158658010,"https://www.google.com/maps?q=29.89560896549342,31.931547369435318",DIST-25-849
صيدلية صيدليات شاكر - المركز الرئيسي,أسيوط,المركز الرئيسي,الحي 5,شارع 73، خلف المدرسة، الحي 5,0126328225,"https://www.google.com/maps?q=30.4930144581041,30.452025820739237",DIST-17-365
صيدلية العزبي - الدقي,الجيزة,الدقي,الحي 4,شارع 92، خلف المسجد، الحي 4,0107346102,"https://www.google.com/maps?q=30.10168359038397,30.82830874367186",DIST-01-189
صيدلية رشدي - المركز الرئيسي,كفر الشيخ,المركز الرئيسي,الحي 6,شارع 11، خلف المدرسة، الحي 6,0159562376,"https://www.google.com/maps?q=29.32972716922667,31.50363072647907",DIST-09-142
صيدلية د. حسن حسن,بورسعيد,المركز الرئيسي,الحي 8,شارع 80، خلف البنك، الحي 8,0107780228,"https://www.google.com/maps?q=30.520511097306382,31.96702935162361",DIST-11-907
صيدلية د. أحمد محمد,الجيزة,الهرم,الحي 9,شارع 89، خلف البنك، الحي 9,0154601621,"https://www.google.com/maps?q=30.566704857747474,31.228019238518932",DIST-01-985
صيدلية مصر - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 10,شارع 60، خلف البنك، الحي 10,0122265789,"https://www.google.com/maps?q=30.857688708284357,31.37460134460398",DIST-11-646
صيدلية د. محمود حسين,بني سويف,المركز الرئيسي,الحي 8,شارع 17، خلف المسجد، الحي 8,0129992883,"https://www.google.com/maps?q=30.956035546214395,31.09477763738026",DIST-15-695
صيدلية علي وعلي - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 8,شارع 84، خلف البنك، الحي 8,0104055536,"https://www.google.com/maps?q=30.077234305888794,30.459419944214037",DIST-11-878
صيدلية صيدلية المدينة - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 9,شارع 47، خلف المدرسة، الحي 9,0103102635,"https://www.google.com/maps?q=29.689565947774565,31.59372097100373",DIST-26-848
صيدلية رشدي - المركز الرئيسي,قنا,المركز الرئيسي,الحي 1,شارع 82، خلف البنك، الحي 1,0124325825,"https://www.google.com/maps?q=30.5680702999815,30.443118931822898",DIST-19-530
صيدلية علي وعلي - المركز الرئيسي,أسيوط,المركز الرئيسي,الحي 9,شارع 77، خلف البنك، الحي 9,0105726120,"https://www.google.com/maps?q=29.312859785482328,30.23428425551285",DIST-17-101
صيدلية مصر - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 4,شارع 23، خلف البنك، الحي 4,0119190310,"https://www.google.com/maps?q=30.646096690858254,31.189293244251882",DIST-06-323
صيدلية د. علي أحمد,قنا,المركز الرئيسي,الحي 4,شارع 71، خلف المدرسة، الحي 4,0101079322,"https://www.google.com/maps?q=30.692804644452135,31.332978526260447",DIST-19-806
صيدلية د. علي سيد,الجيزة,الدقي,الحي 5,شارع 88، خلف المدرسة، الحي 5,0101061794,"https://www.google.com/maps?q=29.013055062437022,30.586079358225394",DIST-01-807
صيدلية د. محمود سيد,شمال سيناء,المركز الرئيسي,الحي 5,شارع 11، خلف البنك، الحي 5,0152546334,"https://www.google.com/maps?q=30.80605340581715,30.662097181565642",DIST-25-577
صيدلية مصر - بلبيس,الشرقية,بلبيس,الحي 3,شارع 14، خلف المسجد، الحي 3,0112320929,"https://www.google.com/maps?q=29.450146534396644,31.78844297994296",DIST-05-874
صيدلية صيدلية المدينة - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 5,شارع 97، خلف المسجد، الحي 5,0153063657,"https://www.google.com/maps?q=29.745082402991777,30.731124384068767",DIST-10-190
صيدلية خليل - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 8,شارع 99، خلف المدرسة، الحي 8,0109937882,"https://www.google.com/maps?q=29.675674898597762,30.213251054536045",DIST-10-919
صيدلية سيف - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 3,شارع 86، خلف البنك، الحي 3,0155863678,"https://www.google.com/maps?q=30.661992412815476,31.55639134243147",DIST-14-973
صيدلية سيف - المركز الرئيسي,أسيوط,المركز الرئيسي,الحي 1,شارع 90، خلف البنك، الحي 1,0114056001,"https://www.google.com/maps?q=29.329827369107477,31.182297642085054",DIST-17-453
صيدلية رشدي - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 10,شارع 100، خلف المدرسة، الحي 10,0153822206,"https://www.google.com/maps?q=29.838750162390845,31.152097703328142",DIST-06-850
صيدلية العزبي - المركز الرئيسي,القليوبية,المركز الرئيسي,الحي 7,شارع 62، خلف البنك، الحي 7,0105249385,"https://www.google.com/maps?q=30.097120377952017,31.36736166990541",DIST-03-274
صيدلية د. سيد إبراهيم,الشرقية,العاشر من رمضان,الحي 2,شارع 71، خلف المسجد، الحي 2,0157920303,"https://www.google.com/maps?q=29.52529019774014,31.991085964711854",DIST-05-429
صيدلية رشدي - المركز الرئيسي,أسيوط,المركز الرئيسي,الحي 4,شارع 58، خلف البنك، الحي 4,0126109750,"https://www.google.com/maps?q=30.38473797482656,30.967735353288624",DIST-17-203
صيدلية د. محمد إبراهيم,المنيا,المركز الرئيسي,الحي 6,شارع 97، خلف المدرسة، الحي 6,0129120846,"https://www.google.com/maps?q=30.10126763019369,30.3537519672036",DIST-16-206
صيدلية العزبي - المنصورة,الدقهلية,المنصورة,الحي 8,شارع 1، خلف المدرسة، الحي 8,0126147209,"https://www.google.com/maps?q=30.92294235288056,30.79456064248324",DIST-04-664
صيدلية 19011 - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 4,شارع 90، خلف المسجد، الحي 4,0121345820,"https://www.google.com/maps?q=29.99995398932104,31.809212157617843",DIST-16-486
صيدلية علي وعلي - السيوف,الإسكندرية,السيوف,الحي 7,شارع 31، خلف المسجد، الحي 7,0107161358,"https://www.google.com/maps?q=29.16819550098933,30.233045998489594",DIST-02-158
صيدلية د. محمود علي,قنا,المركز الرئيسي,الحي 7,شارع 79، خلف المدرسة، الحي 7,0121152803,"https://www.google.com/maps?q=29.29110196820654,31.183513985442413",DIST-19-590
صيدلية د. إبراهيم محمد,دمياط,المركز الرئيسي,الحي 10,شارع 39، خلف المسجد، الحي 10,0121598455,"https://www.google.com/maps?q=29.02891385424594,30.170896822340666",DIST-10-305
صيدلية سيف - شبرا,القاهرة,شبرا,الحي 2,شارع 18، خلف البنك، الحي 2,0116735604,"https://www.google.com/maps?q=29.805399654273785,30.209833063782327",DIST-00-165
صيدلية سيف - بلبيس,الشرقية,بلبيس,الحي 8,شارع 22، خلف المدرسة، الحي 8,0151348302,"https://www.google.com/maps?q=29.065400791414888,30.358404090366196",DIST-05-894
صيدلية مصر - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 1,شارع 45، خلف المدرسة، الحي 1,0104206305,"https://www.google.com/maps?q=29.38622914284045,30.645308966353582",DIST-11-741
صيدلية د. أحمد محمد,الفيوم,المركز الرئيسي,الحي 6,شارع 39، خلف البنك، الحي 6,0121675658,"https://www.google.com/maps?q=30.024524029293612,31.94038141728933",DIST-14-669
صيدلية 19011 - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 3,شارع 22، خلف المدرسة، الحي 3,0126066986,"https://www.google.com/maps?q=30.693941626463943,30.615408816872062",DIST-26-845
